445.65216,471.73914,0.013081126,385.65216,328.26086,0.014496802,386.9565,323.0435,0.03185149,379.13043,384.34784,0.018737316,377.82608,407.8261,0.01097916,389.56522,312.6087,0.02721861,393.47824,316.52176,0.027323117,406.52173,312.6087,0.015981479,384.3478,406.52176,0.0071066236,383.04346,312.6087,0.010547989,405.21738,313.91306,0.015456694,402.60867,427.39133,0.008256919,376.52173,460.0,0.0047014426,407.82608,432.6087,0.009731262,422.17392,449.56522,0.011800185,422.17392,458.69565,0.0099342,424.7826,467.8261,0.0065069515,420.86957,456.08698,0.010805503,372.60867,319.13043,0.01156997,427.3913,460.0,0.008904377,432.60867,465.2174,0.0069639767,194.34784,317.82608,0.0196488,272.6087,363.47827,0.019057708,307.8261,354.34784,0.020825066,309.13043,355.6522,0.017050143,185.21739,443.0435,0.014127118,223.04349,416.95654,0.017860746,194.34784,426.08698,0.033554345,193.04349,440.43478,0.044508748,195.65218,467.8261,0.028516859,243.91306,436.52176,0.013512471,225.65218,449.56522,0.02839427,223.04349,483.47827,0.026371494,212.6087,467.8261,0.014828095,249.13045,476.95654,0.0151210055,232.17392,469.13043,0.021260738,233.47827,496.52176,0.023950905,230.86957,497.8261,0.015960103,246.52174,488.69568,0.011584238,253.04349,496.52176,0.010687503,233.47827,501.73914,0.018743599,234.78262,499.13043,0.012345068,
426.08694,330.86957,0.027941594,418.26086,466.52176,0.01688907,362.1739,341.30435,0.020572063,340.0,328.26086,0.014305093,313.91302,307.3913,0.0087131085,351.7391,334.78262,0.019284822,333.47824,310.0,0.017071055,368.69565,411.73914,0.011147706,372.60867,411.73914,0.008225638,364.7826,403.91306,0.010643942,375.21738,423.47827,0.017552203,371.30435,416.95654,0.009698258,368.69565,410.43478,0.0065182797,364.7826,405.2174,0.010050576,368.69565,426.08698,0.014896596,367.3913,420.86957,0.012065306,370.0,413.0435,0.008013336,343.91302,333.47827,0.011516084,337.3913,321.73914,0.0101074185,362.1739,416.95654,0.009735528,366.08694,414.34784,0.0074074306,193.04349,416.95654,0.02123175,182.6087,281.30435,0.03716591,344.34784,343.91306,0.028407477,202.17392,360.86957,0.025883969,233.47827,235.65218,0.013406519,253.04349,329.56522,0.04604924,206.08696,363.47827,0.054275982,223.04349,354.34784,0.04693448,234.78262,413.0435,0.0132496115,256.95654,338.69565,0.05021957,240.00002,341.30435,0.042547114,262.17392,281.30435,0.028714888,249.13045,414.34784,0.018302253,281.73914,386.95654,0.041254077,270.0,341.30435,0.046241317,267.39133,299.56522,0.033293523,255.65218,413.0435,0.021720076,289.56522,394.78262,0.02407648,288.2609,294.34784,0.06211768,288.2609,298.26086,0.08392301,286.95654,299.56522,0.026783124,
428.69565,307.3913,0.011243015,409.13043,474.34784,0.019540511,377.82608,482.17392,0.0117929755,359.56522,415.6522,0.010517148,363.47824,238.26088,0.010382823,388.26086,473.0435,0.009809737,433.91302,419.56522,0.0121117085,436.52173,422.17392,0.009389489,363.47824,236.95653,0.009016228,392.1739,457.39133,0.010041656,424.7826,437.8261,0.0106954975,407.82608,437.8261,0.007410596,373.91302,492.6087,0.004310314,388.26086,462.6087,0.009840565,411.73914,457.39133,0.011819315,384.3478,474.34784,0.009800822,366.08694,488.69568,0.0060145124,383.04346,475.6522,0.011105739,366.08694,486.08698,0.010646039,375.21738,480.86957,0.008915891,363.47824,483.47827,0.006579518,271.30435,321.73914,0.4611767,305.2174,310.0,0.60480314,332.6087,280.0,0.8192392,348.2609,248.69565,0.75728315,363.91306,231.73914,0.7246334,306.52176,238.26088,0.7582403,313.0435,204.34782,0.7523281,316.95654,183.47826,0.6038404,320.86957,160.0,0.56006557,285.6522,236.95653,0.71599936,281.73914,196.52174,0.59244543,285.6522,160.0,0.44860664,284.34784,162.60869,0.09595993,264.78262,240.86957,0.63275117,255.65218,205.65218,0.6498776,255.65218,183.47826,0.42726225,258.26086,162.60869,0.12093517,245.2174,248.69565,0.6325707,234.78262,226.52174,0.52873904,229.56523,212.17392,0.54768205,226.95653,205.65218,0.5081814,
295.65216,296.9565,0.07128104,319.13043,300.86957,0.17434992,342.60867,283.91306,0.30511108,363.47824,261.73914,0.27768204,380.43478,247.39131,0.46158704,283.91302,310.0,0.028343165,321.7391,274.78262,0.03231208,281.30432,298.26086,0.03652149,299.56522,289.13043,0.023617545,360.86957,268.26086,0.012835128,311.30432,273.47827,0.014255757,303.47824,268.26086,0.02649759,307.3913,247.39131,0.0390707,380.43478,471.73914,0.0092360005,311.30432,278.69565,0.011589434,373.91302,480.86957,0.009834757,372.60867,487.39133,0.0065258676,334.7826,289.13043,0.013148689,364.7826,251.30435,0.012615214,364.7826,250.0,0.0324578,364.7826,248.69565,0.011839193,293.47827,312.6087,0.51337194,318.2609,306.08698,0.62552124,348.2609,280.0,0.8849836,365.2174,257.82608,0.7775466,380.86957,243.47827,0.7692593,328.69568,242.17392,0.7779976,337.8261,208.26086,0.8137826,343.0435,188.69565,0.6590143,348.2609,173.04347,0.6470685,311.73914,236.95653,0.6964183,315.6522,196.52174,0.7005739,319.56522,160.0,0.5187646,320.86957,162.60869,0.1354969,296.08698,236.95653,0.77916443,296.08698,205.65218,0.6901462,297.39133,179.56522,0.37471873,301.30435,162.60869,0.12363524,276.52176,239.56522,0.6220304,275.2174,220.0,0.67947596,272.6087,203.04347,0.6548457,275.2174,187.39131,0.7663534,
285.21738,313.91306,0.45896107,313.91302,311.30435,0.6708968,343.91302,290.43478,0.82242566,363.47824,269.56522,0.81220746,381.73914,256.52173,0.8950652,332.1739,247.39131,0.8605751,341.30435,217.39131,0.68383944,343.91302,197.8261,0.7232531,343.91302,184.78261,0.67298484,312.60867,240.86957,0.8502532,321.7391,205.65218,0.78137743,323.04346,184.78261,0.69723314,328.26086,160.0,0.47873163,293.04346,243.47827,0.7325144,300.86957,206.95653,0.775531,303.47824,186.08696,0.70364684,306.08694,160.0,0.64281225,278.69565,247.39131,0.7155748,280.0,217.39131,0.82607985,280.0,204.34782,0.7775517,280.0,192.6087,0.771976,289.56522,321.73914,0.47168434,318.2609,316.52176,0.5892745,348.2609,290.43478,0.8683408,363.91306,268.26086,0.79260147,382.17392,255.21739,0.847328,330.0,252.6087,0.796138,337.8261,217.39131,0.824961,341.73914,196.52174,0.76316273,348.2609,183.47826,0.7229736,315.6522,247.39131,0.74171835,318.2609,208.26086,0.8223721,323.47827,186.08696,0.72348905,326.08698,160.0,0.52197146,297.39133,247.39131,0.82784367,298.69565,214.78261,0.7834898,303.91306,188.69565,0.6860469,307.8261,160.0,0.3989548,279.13043,248.69565,0.72160923,277.8261,226.52174,0.73872185,276.52176,206.95653,0.7775053,279.13043,193.91304,0.82152116,
282.60867,324.34784,0.4393903,311.30432,321.73914,0.70650697,342.60867,300.86957,0.86689854,362.1739,278.69565,0.8917434,379.13043,266.9565,0.88289416,324.3478,257.82608,0.8577997,334.7826,227.8261,0.788286,338.69565,208.26086,0.79523605,338.69565,193.91304,0.7836118,304.7826,255.21739,0.83402073,312.60867,217.39131,0.89730334,313.91302,193.91304,0.8070038,317.82608,174.34782,0.5578914,289.13043,257.82608,0.79519475,291.7391,220.0,0.81297237,293.04346,196.52174,0.8485037,293.04346,178.26086,0.8502325,269.56522,263.0435,0.7221203,269.56522,236.95653,0.8691529,268.26086,220.0,0.79871285,266.9565,206.95653,0.8587515,283.0435,330.86957,0.5192932,314.34784,323.0435,0.62688124,341.73914,299.56522,0.85775447,360.0,278.69565,0.8549912,379.56522,265.6522,0.83868897,326.08698,263.0435,0.8284525,330.0,230.43478,0.7988368,337.8261,209.56522,0.77226,340.43478,193.91304,0.8381307,307.8261,259.13043,0.8742376,311.73914,218.69565,0.7981092,315.6522,196.52174,0.8639629,318.2609,174.34782,0.8341886,289.56522,257.82608,0.8448747,292.17392,225.21739,0.6828059,294.78262,199.13043,0.77690846,296.08698,179.56522,0.6551584,272.6087,260.43478,0.7058393,270.0,238.26088,0.79844123,267.39133,221.30435,0.7747872,268.69565,205.65218,0.9019091,
281.30432,329.56522,0.5079269,311.30432,323.0435,0.7276833,341.30435,304.78262,0.81501055,362.1739,281.30435,0.84733754,377.82608,269.56522,0.93779737,323.04346,261.73914,0.86212635,330.86957,233.04349,0.73650086,332.1739,214.78261,0.7563706,330.86957,196.52174,0.78073424,302.1739,259.13043,0.89666164,310.0,223.91304,0.74945,311.30432,199.13043,0.8958743,312.60867,178.26086,0.7274372,285.21738,260.43478,0.7382977,291.7391,226.52174,0.74692935,291.7391,204.34782,0.74523216,291.7391,184.78261,0.9020869,269.56522,268.26086,0.7784208,266.9565,238.26088,0.87975544,263.04346,222.6087,0.81549966,260.43478,208.26086,0.86311454,284.34784,333.47827,0.5299443,313.0435,329.56522,0.6572663,341.73914,302.17392,0.8307953,358.69568,280.0,0.860852,379.56522,268.26086,0.79751235,323.47827,268.26086,0.8574946,328.69568,234.34782,0.83400416,330.0,213.47826,0.80147445,336.52176,195.21739,0.86380696,306.52176,261.73914,0.80394495,307.8261,225.21739,0.82348216,307.8261,199.13043,0.82975376,310.43478,179.56522,0.8067521,286.95654,261.73914,0.81044346,286.95654,227.8261,0.82145447,288.2609,205.65218,0.7279145,292.17392,184.78261,0.6546506,267.39133,268.26086,0.7348355,266.08698,243.47827,0.7719852,264.78262,225.21739,0.7956948,266.08698,208.26086,0.8661843,
281.30432,328.26086,0.45562458,311.30432,324.34784,0.66022325,338.69565,304.78262,0.7733302,356.9565,281.30435,0.8227528,375.21738,268.26086,0.94682074,321.7391,261.73914,0.8756286,329.56522,229.13043,0.77223396,332.1739,210.86957,0.7615448,332.1739,195.21739,0.7442259,300.86957,257.82608,0.89467657,306.08694,221.30435,0.774974,311.30432,196.52174,0.8726254,311.30432,175.65218,0.7703565,281.30432,259.13043,0.7986555,287.82608,225.21739,0.71636486,289.13043,201.73914,0.74186337,289.13043,184.78261,0.8336833,261.7391,266.9565,0.7460165,261.7391,238.26088,0.87514883,260.43478,222.6087,0.81968975,260.43478,206.95653,0.9080913,283.0435,333.47827,0.4663137,311.73914,329.56522,0.6229293,339.13043,303.47827,0.8601261,357.39133,280.0,0.85266846,373.0435,266.9565,0.8310419,319.56522,266.9565,0.832911,327.39133,231.73914,0.8288465,330.0,213.47826,0.7743574,336.52176,195.21739,0.8498772,302.6087,260.43478,0.77605593,306.52176,225.21739,0.7929002,307.8261,199.13043,0.8551735,309.13043,176.95653,0.8474914,285.6522,261.73914,0.8381026,285.6522,227.8261,0.8818285,286.95654,205.65218,0.76046383,288.2609,183.47826,0.6856349,266.08698,268.26086,0.77657133,264.78262,243.47827,0.81246865,262.17392,225.21739,0.78656787,264.78262,208.26086,0.8832648,
278.69565,324.34784,0.48959,304.7826,321.73914,0.6777369,334.7826,303.47827,0.8287806,354.3478,280.0,0.8607256,373.91302,268.26086,0.88098365,319.13043,260.43478,0.84008545,329.56522,229.13043,0.79307204,332.1739,208.26086,0.7800937,332.1739,195.21739,0.7734356,299.56522,256.52173,0.8200415,304.7826,218.69565,0.8235427,308.69565,195.21739,0.85254514,311.30432,175.65218,0.78261435,281.30432,257.82608,0.8269512,282.60867,223.91304,0.7851208,283.91302,199.13043,0.76283455,283.91302,182.17392,0.83759063,260.43478,263.0435,0.7554085,260.43478,236.95653,0.88877064,259.13043,220.0,0.8089138,259.13043,206.95653,0.92085993,279.13043,330.86957,0.43785122,307.8261,325.6522,0.6234705,337.8261,302.17392,0.8464445,352.17392,280.0,0.79204077,370.43478,268.26086,0.88248116,318.2609,264.34784,0.8779705,327.39133,229.13043,0.82833064,330.0,209.56522,0.7509063,337.8261,193.91304,0.8478619,297.39133,259.13043,0.86002916,305.2174,220.0,0.7471162,306.52176,196.52174,0.88675714,309.13043,175.65218,0.830323,279.13043,259.13043,0.7901141,283.0435,226.52174,0.8235321,285.6522,201.73914,0.7632992,286.95654,180.86957,0.6637648,263.47827,266.9565,0.729611,259.56522,239.56522,0.79522914,256.95654,223.91304,0.787772,262.17392,206.95653,0.8839653,
277.3913,324.34784,0.4471154,303.47824,323.0435,0.65507287,333.47824,304.78262,0.8371553,354.3478,281.30435,0.85826707,373.91302,268.26086,0.8950414,317.82608,261.73914,0.7983907,329.56522,229.13043,0.8082532,332.1739,208.26086,0.77496326,333.47824,195.21739,0.66340697,299.56522,257.82608,0.8035865,304.7826,218.69565,0.8256897,308.69565,195.21739,0.8360934,311.30432,175.65218,0.7703709,280.0,257.82608,0.8201942,281.30432,223.91304,0.803047,282.60867,200.43478,0.763045,283.91302,183.47826,0.84762675,260.43478,263.0435,0.75270194,260.43478,236.95653,0.8841518,259.13043,220.0,0.80254763,259.13043,206.95653,0.9205475,276.52176,330.86957,0.41181517,307.8261,325.6522,0.5936823,337.8261,302.17392,0.79231596,350.86957,280.0,0.778108,370.43478,268.26086,0.8947471,316.95654,265.6522,0.8770108,327.39133,229.13043,0.7995946,331.30435,210.86957,0.7357466,337.8261,195.21739,0.8313065,297.39133,260.43478,0.8594967,305.2174,220.0,0.72797805,306.52176,196.52174,0.8798236,310.43478,176.95653,0.81197983,277.8261,260.43478,0.7853047,283.0435,226.52174,0.8157346,285.6522,201.73914,0.76449203,286.95654,180.86957,0.69618595,260.86957,268.26086,0.7261966,259.56522,240.86957,0.7883968,256.95654,225.21739,0.791799,262.17392,206.95653,0.8838579,
